Motion Vectors for input frame = 1, reference frame = 0
block, mb_type, partitionType, MV[0].x, MV[0].y, MV[1].x, MV[1].y, MV[2].x, MV[2].y, MV[3].x, MV[3].y, cost
1605, 1, 1, 84, 0, 52, 32, 84, 0, 46, -22, 60
1606, 1, 3, 17, 32, -24, 32, 17, 32, -24, 32, 251
1607, 1, 3, -54, 34, -78, 30, -54, 34, -78, 30, 392
1608, 1, 1, 75, 33, 2, 36, 29, 65, -8, 68, 385
1609, 1, 1, -40, 104, -62, 34, -40, 72, -72, 72, 172
1610, 1, 2, -74, 30, -74, 30, -32, 42, -32, 42, 174
1611, 1, 0, 40, -33, 40, -33, 40, -33, 40, -33, 297
1612, 1, 1, -35, -98, -58, -94, -33, -1, -33, 1, 861
1613, 1, 1, -62, -20, 27, -20, 31, 29, 32, 22, 398
1614, 1, 3, -18, 11, 48, 0, -18, 11, 48, 0, 374
1615, 1, 2, -32, 4, -32, 4, 54, 69, 54, 69, 285
1616, 1, 1, 31, 14, -8, -6, 56, -45, 99, -25, 547
1617, 1, 3, 92, -52, -36, 1, 92, -52, -36, 1, 521
1618, 1, 1, 8, 28, -32, 2, 67, -1, 76, -4, 674
1619, 1, 1, 44, 34, -44, 4, -35, 1, -29, 4, 656
1620, 1, 2, -32, 4, -32, 4, -25, 41, -25, 41, 517
1621, 1, 1, -44, 0, -32, 0, -32, 4, -35, 5, 477
1622, 1, 1, -34, -60, -37, 2, -30, -2, -34, 2, 295
1623, 1, 2, -33, 2, -33, 2, -34, 2, -34, 2, 442
1624, 1, 2, -32, 0, -32, 0, -34, 9, -34, 9, 461
1625, 1, 3, -36, 0, -30, 1, -36, 0, -30, 1, 366
1626, 1, 3, -32, 0, -38, 2, -32, 0, -38, 2, 364
1627, 1, 2, -36, 2, -36, 2, -34, 2, -34, 2, 415
1628, 1, 1, -33, 1, -37, 1, -35, 1, -34, 3, 569
1629, 1, 0, -33, 1, -33, 1, -33, 1, -33, 1, 452
1630, 1, 1, -39, 2, -16, -17, -34, 1, -33, 2, 550
1631, 1, 2, 65, 0, 65, 0, -6, -48, -6, -48, 334
1632, 1, 1, -62, -16, -24, 0, -35, 2, -33, 1, 615
1633, 1, 0, -24, 0, -24, 0, -24, 0, -24, 0, 264
1634, 1, 1, -36, 0, -35, 2, -26, 31, -35, 2, 309
1635, 1, 3, -34, 2, -34, 0, -34, 2, -34, 0, 221
1636, 1, 3, -36, 0, -40, 0, -36, 0, -40, 0, 100
1637, 1, 3, -40, 0, -38, 2, -40, 0, -38, 2, 174
1638, 1, 2, -38, 4, -38, 4, -37, 1, -37, 1, 218
1639, 1, 2, -36, 2, -36, 2, -36, 1, -36, 1, 209
1640, 1, 3, -36, 0, -38, 0, -36, 0, -38, 0, 311
1641, 1, 2, -36, 0, -36, 0, -36, 2, -36, 2, 482
1642, 1, 3, -36, 0, -32, -8, -36, 0, -32, -8, 183
1643, 1, 0, -40, 0, -40, 0, -40, 0, -40, 0, 369
1644, 1, 0, -40, 4, -40, 4, -40, 4, -40, 4, 190
1645, 1, 3, -38, 0, -41, -3, -38, 0, -41, -3, 126
1646, 1, 3, -36, 0, -34, 0, -36, 0, -34, 0, 102
1647, 1, 0, -36, 0, -36, 0, -36, 0, -36, 0, 173
1648, 1, 3, -36, 0, -44, 0, -36, 0, -44, 0, 70
1649, 1, 3, -44, 0, 0, 0, -44, 0, 0, 0, 72
1650, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 155
1651, 1, 3, -14, 0, -48, 1, -14, 0, -48, 1, 139
1652, 1, 2, 32, -32, 32, -32, -48, 0, -48, 0, 78
1653, 1, 3, -40, 0, -24, -32, -40, 0, -24, -32, 89
1654, 1, 2, -42, 3, -42, 3, -40, 5, -40, 5, 244
1655, 1, 0, -40, 4, -40, 4, -40, 4, -40, 4, 262
1656, 1, 3, -40, 4, -42, 2, -40, 4, -42, 2, 350
1657, 1, 0, -40, 1, -40, 1, -40, 1, -40, 1, 304
1658, 1, 2, -1, 1, -1, 1, -34, 0, -34, 0, 132
1659, 1, 2, 0, -24, 0, -24, -42, 0, -42, 0, 72
1660, 1, 2, -2, 11, -2, 11, -40, 0, -40, 0, 127
1661, 1, 2, 28, 0, 28, 0, -48, 0, -48, 0, 198
1662, 1, 2, -45, 0, -45, 0, -44, 0, -44, 0, 141
1663, 1, 2, -64, -24, -64, -24, -44, 0, -44, 0, 88
1664, 1, 2, -4, -28, -4, -28, -42, 0, -42, 0, 87
1665, 1, 0, -48, 0, -48, 0, -48, 0, -48, 0, 188
1666, 1, 0, -48, 0, -48, 0, -48, 0, -48, 0, 161
1667, 1, 0, -40, 0, -40, 0, -40, 0, -40, 0, 279
1668, 1, 2, -93, -7, -93, -7, -27, -2, -27, -2, 286
1669, 1, 3, -50, 0, -44, 0, -50, 0, -44, 0, 149
1670, 1, 0, -40, 0, -40, 0, -40, 0, -40, 0, 107
1671, 1, 3, -49, 2, -44, 2, -49, 2, -44, 2, 136
1672, 1, 2, -40, 0, -40, 0, -46, 1, -46, 1, 304
1673, 1, 3, -40, 1, -2, -1, -40, 1, -2, -1, 81
1674, 1, 0, -43, 1, -43, 1, -43, 1, -43, 1, 85
1675, 1, 0, -44, 0, -44, 0, -44, 0, -44, 0, 62
1676, 1, 0, -44, 0, -44, 0, -44, 0, -44, 0, 181
1677, 1, 0, -44, 0, -44, 0, -44, 0, -44, 0, 222
1678, 1, 0, -9, -3, -9, -3, -9, -3, -9, -3, 202
1679, 1, 1, -47, -23, 0, 0, -35, 3, 2, -23, 140
1680, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 68
1681, 1, 3, -6, 0, -28, 0, -6, 0, -28, 0, 122
1682, 1, 0, -28, 0, -28, 0, -28, 0, -28, 0, 129
1683, 1, 0, -28, 2, -28, 2, -28, 2, -28, 2, 184
1684, 1, 3, -26, 2, -28, 0, -26, 2, -28, 0, 138
1685, 1, 0, -28, 0, -28, 0, -28, 0, -28, 0, 164
1686, 1, 2, -28, 0, -28, 0, -33, 4, -33, 4, 227
1687, 1, 2, -31, 2, -31, 2, -32, 4, -32, 4, 432
1688, 1, 0, -28, 2, -28, 2, -28, 2, -28, 2, 349
1689, 1, 1, -28, 0, -32, 2, -30, 2, -32, 4, 250
1690, 1, 3, -27, 4, -32, 4, -27, 4, -32, 4, 186
1691, 1, 2, -32, 2, -32, 2, -32, 4, -32, 4, 241
1692, 1, 1, -30, 0, -32, 2, -32, 2, -32, 2, 235
1693, 1, 3, -32, 2, -28, 4, -32, 2, -28, 4, 222
1694, 1, 3, -30, 4, -28, 2, -30, 4, -28, 2, 185
1695, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 283
1696, 1, 2, -106, -12, -106, -12, 32, 46, 32, 46, 92
1697, 1, 0, -30, 2, -30, 2, -30, 2, -30, 2, 129
1698, 1, 3, -30, 2, -4, 4, -30, 2, -4, 4, 188
1699, 1, 0, -21, 4, -21, 4, -21, 4, -21, 4, 178
1700, 1, 2, -27, 0, -27, 0, -35, -2, -35, -2, 276
1701, 1, 1, -34, 0, -30, 2, -29, 0, -28, 1, 330
1702, 1, 1, -27, 3, -26, 2, -22, 6, -32, 0, 481
1703, 1, 0, -30, 2, -30, 2, -30, 2, -30, 2, 412
1704, 1, 1, -32, 2, -30, 2, -22, 2, -29, 2, 360
1705, 1, 2, -32, 0, -32, 0, -39, -3, -39, -3, 287
1706, 1, 2, -69, 0, -69, 0, 11, -18, 11, -18, 293
1707, 1, 2, -92, -13, -92, -13, 15, 20, 15, 20, 238
1708, 1, 0, -17, 36, -17, 36, -17, 36, -17, 36, 170
1709, 1, 2, -32, 80, -32, 80, -32, 36, -32, 36, 90
1710, 1, 3, -84, 46, -46, 66, -84, 46, -46, 66, 206
1711, 1, 0, -87, 43, -87, 43, -87, 43, -87, 43, 254
1712, 1, 2, -44, 12, -44, 12, -79, 23, -79, 23, 233
1713, 1, 0, -88, 5, -88, 5, -88, 5, -88, 5, 206
1714, 1, 2, -81, 46, -81, 46, -97, 21, -97, 21, 126
1715, 1, 0, -96, 28, -96, 28, -96, 28, -96, 28, 178
1716, 1, 3, -89, 37, -68, 65, -89, 37, -68, 65, 233
1717, 1, 0, -151, 46, -151, 46, -151, 46, -151, 46, 209
1718, 1, 3, -164, 68, -152, 48, -164, 68, -152, 48, 303
1719, 1, 1, -192, 76, -193, 73, -130, 102, -158, 102, 424
1720, 1, 1, -34, 62, -64, 61, -56, 126, -62, 30, 421
1721, 1, 2, 52, -32, 52, -32, 52, 45, 52, 45, 366
1722, 1, 3, 157, 40, 111, 36, 157, 40, 111, 36, 330
1723, 1, 1, 23, -11, -17, 47, -19, 47, -17, 39, 4568
1724, 1, 2, 0, 1, 0, 1, 35, 33, 35, 33, 354
1725, 1, 3, 84, 0, 84, 32, 84, 0, 84, 32, 288
1726, 1, 0, 40, 40, 40, 40, 40, 40, 40, 40, 399
1727, 1, 2, -22, 58, -22, 58, -180, 108, -180, 108, 291
1728, 1, 0, 24, 2, 24, 2, 24, 2, 24, 2, 577
1729, 1, 3, -36, 2, 34, 46, -36, 2, 34, 46, 475
1730, 1, 3, 6, 44, -30, 46, 6, 44, -30, 46, 216
1731, 1, 1, 32, -41, -31, 1, 25, 31, -30, 3, 687
1732, 1, 1, -34, 2, -31, 4, 102, 26, -29, 2, 716
1733, 1, 1, 37, 11, -32, 9, 89, 12, -6, 14, 471
1734, 1, 3, 54, 23, 73, 56, 54, 23, 73, 56, 342
1735, 1, 1, 59, 54, 32, 28, 80, 4, 42, 18, 228
1736, 1, 2, -24, 36, -24, 36, 54, 85, 54, 85, 213
1737, 1, 3, -34, 0, -31, 2, -34, 0, -31, 2, 1315
1738, 1, 1, -33, 3, -31, 2, -34, 50, -40, 4, 1112
1739, 1, 1, -30, 2, -30, 3, -31, 2, -30, 2, 470
1740, 1, 0, -30, 4, -30, 4, -30, 4, -30, 4, 189
1741, 1, 2, -32, 3, -32, 3, -30, 2, -30, 2, 175
1742, 1, 0, -30, 2, -30, 2, -30, 2, -30, 2, 140
1743, 1, 0, -30, 2, -30, 2, -30, 2, -30, 2, 163
1744, 1, 0, -28, 0, -28, 0, -28, 0, -28, 0, 257
1745, 1, 3, -26, 4, -32, 8, -26, 4, -32, 8, 203
1746, 1, 2, -31, 3, -31, 3, -30, -7, -30, -7, 320
1747, 1, 0, -32, 0, -32, 0, -32, 0, -32, 0, 296
1748, 1, 2, -36, 3, -36, 3, -35, 1, -35, 1, 290
1749, 1, 1, -33, 2, -32, 1, -32, 0, -32, 2, 452
1750, 1, 2, -33, 3, -33, 3, -32, 0, -32, 0, 246
1751, 1, 3, -38, 8, -37, 5, -38, 8, -37, 5, 184
1752, 1, 2, -32, 4, -32, 4, -32, 0, -32, 0, 157
1753, 1, 2, 20, 6, 20, 6, -32, 0, -32, 0, 109
1754, 1, 0, -32, 16, -32, 16, -32, 16, -32, 16, 30
1755, 1, 0, -36, 2, -36, 2, -36, 2, -36, 2, 55
1756, 1, 3, -36, 0, -34, 0, -36, 0, -34, 0, 84
1757, 1, 0, -32, 0, -32, 0, -32, 0, -32, 0, 154
1758, 1, 3, -32, 0, -36, 1, -32, 0, -36, 1, 116
1759, 1, 2, -35, 2, -35, 2, -36, 1, -36, 1, 335
1760, 1, 1, -36, 1, -35, 2, -34, 2, -36, 4, 540
1761, 1, 3, -34, 2, -36, 2, -34, 2, -36, 2, 621
1762, 1, 0, -37, 2, -37, 2, -37, 2, -37, 2, 538
1763, 1, 0, -36, 2, -36, 2, -36, 2, -36, 2, 520
1764, 1, 3, -38, 2, -36, 2, -38, 2, -36, 2, 221
1765, 1, 3, -37, 2, -35, 2, -37, 2, -35, 2, 327
1766, 1, 1, -36, 0, -44, 0, -34, 2, -40, 2, 342
1767, 1, 2, -36, 0, -36, 0, -38, 2, -38, 2, 929
1768, 1, 1, -34, -2, -33, 2, -35, 1, -38, 2, 636
1769, 1, 2, -44, 0, -44, 0, -37, 1, -37, 1, 675
1770, 1, 1, -38, 2, -42, 2, -39, 1, -36, 2, 612
1771, 1, 0, -40, 2, -40, 2, -40, 2, -40, 2, 564
1772, 1, 0, -38, 1, -38, 1, -38, 1, -38, 1, 607
1773, 1, 1, -40, 0, -36, 0, -40, 2, -34, 3, 405
1774, 1, 3, -42, 2, -37, 1, -42, 2, -37, 1, 282
1775, 1, 3, -2, 10, -40, 2, -2, 10, -40, 2, 191
1776, 1, 3, -56, 4, -40, 4, -56, 4, -40, 4, 289
1777, 1, 1, -40, 2, -42, 1, 46, 0, -40, 2, 351
1778, 1, 3, -38, 2, -36, 0, -38, 2, -36, 0, 183
1779, 1, 0, -40, 0, -40, 0, -40, 0, -40, 0, 103
1780, 1, 3, -55, 1, -40, 4, -55, 1, -40, 4, 236
1781, 1, 1, -46, 2, -45, 1, -42, 2, -38, 2, 491
1782, 1, 0, -40, 2, -40, 2, -40, 2, -40, 2, 427
1783, 1, 2, -44, -2, -44, -2, -43, 8, -43, 8, 317
1784, 1, 3, -40, 0, -48, 0, -40, 0, -48, 0, 400
1785, 1, 2, 5, 0, 5, 0, -40, 0, -40, 0, 417
1786, 1, 0, -40, 0, -40, 0, -40, 0, -40, 0, 239
1787, 1, 0, -40, 4, -40, 4, -40, 4, -40, 4, 92
1788, 1, 0, -40, 0, -40, 0, -40, 0, -40, 0, 136
1789, 1, 3, -4, 0, -40, 0, -4, 0, -40, 0, 32
1790, 1, 3, -37, 0, -45, 0, -37, 0, -45, 0, 100
1791, 1, 0, -44, 0, -44, 0, -44, 0, -44, 0, 214
1792, 1, 3, -44, 0, -44, 4, -44, 0, -44, 4, 181
1793, 1, 0, -40, 0, -40, 0, -40, 0, -40, 0, 168
1794, 1, 0, -44, 5, -44, 5, -44, 5, -44, 5, 51
1795, 1, 2, -46, 1, -46, 1, -44, 4, -44, 4, 171
1796, 1, 0, -42, 2, -42, 2, -42, 2, -42, 2, 187
1797, 1, 3, -42, 2, 63, 1, -42, 2, 63, 1, 220
1798, 1, 0, -9, 1, -9, 1, -9, 1, -9, 1, 245
1799, 1, 2, -3, -59, -3, -59, 0, 0, 0, 0, 189
1800, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 95
1801, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 153
1802, 1, 0, -16, 0, -16, 0, -16, 0, -16, 0, 99
1803, 1, 0, -16, 0, -16, 0, -16, 0, -16, 0, 53
1804, 1, 3, -16, 0, -44, 4, -16, 0, -44, 4, 233
1805, 1, 1, -28, -1, -31, 1, -34, -2, -33, -1, 121
1806, 1, 3, -28, 0, -24, 0, -28, 0, -24, 0, 258
1807, 1, 0, -23, -4, -23, -4, -23, -4, -23, -4, 165
1808, 1, 0, -26, 2, -26, 2, -26, 2, -26, 2, 225
1809, 1, 2, -32, 3, -32, 3, -24, 3, -24, 3, 194
1810, 1, 0, -28, 3, -28, 3, -28, 3, -28, 3, 178
1811, 1, 0, -32, 3, -32, 3, -32, 3, -32, 3, 107
1812, 1, 3, -29, 0, 1, 2, -29, 0, 1, 2, 81
1813, 1, 0, -5, 0, -5, 0, -5, 0, -5, 0, 92
1814, 1, 1, -30, 4, -31, 0, 0, 0, -32, 0, 56
1815, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 118
1816, 1, 0, 32, 16, 32, 16, 32, 16, 32, 16, 32
1817, 1, 2, -28, 2, -28, 2, 0, 0, 0, 0, 60
1818, 1, 2, -32, 4, -32, 4, -34, 0, -34, 0, 92
1819, 1, 0, -33, 3, -33, 3, -33, 3, -33, 3, 74
1820, 1, 2, -67, -28, -67, -28, -46, 16, -46, 16, 136
1821, 1, 1, -30, 2, -26, 2, -56, 14, -32, 1, 270
1822, 1, 2, -32, 5, -32, 5, -28, 0, -28, 0, 126
1823, 1, 2, -30, 3, -30, 3, -32, 0, -32, 0, 273
1824, 1, 2, -28, 6, -28, 6, -32, 0, -32, 0, 229
1825, 1, 2, -33, 8, -33, 8, -32, 0, -32, 0, 98
1826, 1, 2, 8, 4, 8, 4, -32, 0, -32, 0, 110
1827, 1, 3, -16, 6, -48, 6, -16, 6, -48, 6, 63
1828, 1, 2, -67, 35, -67, 35, -4, 44, -4, 44, 221
1829, 1, 2, -102, 24, -102, 24, -26, -10, -26, -10, 189
1830, 1, 2, -90, 13, -90, 13, -46, -18, -46, -18, 204
1831, 1, 0, -29, -2, -29, -2, -29, -2, -29, -2, 271
1832, 1, 2, -101, 5, -101, 5, -77, -13, -77, -13, 235
1833, 1, 0, -96, 3, -96, 3, -96, 3, -96, 3, 276
1834, 1, 0, -146, 20, -146, 20, -146, 20, -146, 20, 347
1835, 1, 1, -96, 57, -96, 12, -72, -1, -97, 77, 261
1836, 1, 3, -83, 71, -158, -2, -83, 71, -158, -2, 278
1837, 1, 3, -65, 103, -162, 7, -65, 103, -162, 7, 344
1838, 1, 0, -116, 116, -116, 116, -116, 116, -116, 116, 304
1839, 1, 2, -160, 116, -160, 116, -154, 138, -154, 138, 252
1840, 1, 2, -56, 137, -56, 137, -66, 117, -66, 117, 327
1841, 1, 1, 79, 33, 51, 29, 62, 2, 51, -3, 305
1842, 1, 3, 2, 30, -19, 33, 2, 30, -19, 33, 406
1843, 1, 1, -27, 25, 24, 51, -46, 6, 44, -35, 1458
1844, 1, 0, 33, 0, 33, 0, 33, 0, 33, 0, 552
1845, 1, 1, 91, 0, -19, 47, 63, 26, -190, 46, 434
1846, 1, 3, -33, 1, -19, 5, -33, 1, -19, 5, 1025
1847, 1, 2, -2, 142, -2, 142, -17, -33, -17, -33, 391
1848, 1, 1, -179, 64, -24, -5, -29, 2, -29, 0, 820
1849, 1, 2, -54, -14, -54, -14, -27, 1, -27, 1, 756
1850, 1, 2, 21, 24, 21, 24, 8, 8, 8, 8, 240
1851, 1, 2, 4, 46, 4, 46, 24, 23, 24, 23, 182
1852, 1, 2, -30, 3, -30, 3, -31, 5, -31, 5, 523
1853, 1, 1, -32, 0, 85, 28, -30, 9, -30, 6, 552
1854, 1, 1, -32, 1, 2, 15, -27, 46, -31, 2, 656
1855, 1, 0, 82, 70, 82, 70, 82, 70, 82, 70, 738
1856, 1, 0, 49, 28, 49, 28, 49, 28, 49, 28, 289
1857, 1, 2, 30, 16, 30, 16, 24, 4, 24, 4, 202
1858, 1, 0, -33, 1, -33, 1, -33, 1, -33, 1, 383
1859, 1, 1, -32, 2, -30, 2, 30, -10, 2, -6, 420
1860, 1, 1, -28, -14, -30, -11, 37, -35, 44, -22, 354
1861, 1, 1, 89, 2, 88, 0, -28, 2, 106, 5, 425
1862, 1, 1, -30, 2, -28, 0, 31, 5, -28, 0, 331
1863, 1, 3, -28, 0, -32, -2, -28, 0, -32, -2, 197
1864, 1, 2, -28, 0, -28, 0, -32, 0, -32, 0, 350
1865, 1, 0, -28, 0, -28, 0, -28, 0, -28, 0, 349
1866, 1, 3, -30, 2, -28, 0, -30, 2, -28, 0, 276
1867, 1, 1, -32, 0, -34, 1, -34, 2, -31, 2, 473
1868, 1, 1, -31, 1, -33, 1, -30, 3, -30, 2, 1057
1869, 1, 3, -31, 2, -32, 0, -31, 2, -32, 0, 371
1870, 1, 3, -32, -2, -34, 0, -32, -2, -34, 0, 72
1871, 1, 0, -32, 0, -32, 0, -32, 0, -32, 0, 81
1872, 1, 0, -32, 0, -32, 0, -32, 0, -32, 0, 62
1873, 1, 1, -32, 0, -32, 0, -32, 0, -33, 1, 161
1874, 1, 0, -32, 0, -32, 0, -32, 0, -32, 0, 101
1875, 1, 3, -32, -2, -36, 0, -32, -2, -36, 0, 0
1876, 1, 2, -33, 0, -33, 0, -36, 0, -36, 0, 87
1877, 1, 0, -32, 0, -32, 0, -32, 0, -32, 0, 108
1878, 1, 0, -32, 0, -32, 0, -32, 0, -32, 0, 60
1879, 1, 3, -34, 2, -66, 2, -34, 2, -66, 2, 36
1880, 1, 2, -36, -4, -36, -4, 30, 46, 30, 46, 99
1881, 1, 3, -64, -4, -36, 4, -64, -4, -36, 4, 186
1882, 1, 0, -36, 2, -36, 2, -36, 2, -36, 2, 175
1883, 1, 3, -38, 2, -36, 0, -38, 2, -36, 0, 192
1884, 1, 3, -36, 0, -36, 2, -36, 0, -36, 2, 153
1885, 1, 3, -37, 2, -34, 2, -37, 2, -34, 2, 303
1886, 1, 1, -36, 2, -38, 3, -50, 47, -20, 32, 208
1887, 1, 0, -38, 2, -38, 2, -38, 2, -38, 2, 436
1888, 1, 3, -35, 1, -38, 2, -35, 1, -38, 2, 549
1889, 1, 3, -38, 2, -36, 4, -38, 2, -36, 4, 372
1890, 1, 1, -37, 4, -36, 2, -40, 2, -38, 2, 346
1891, 1, 2, -40, 2, -40, 2, -38, 1, -38, 1, 510
1892, 1, 1, -38, 2, -38, 1, -37, 1, -36, 2, 563
1893, 1, 2, -38, 2, -38, 2, -39, 4, -39, 4, 578
1894, 1, 1, -40, 2, -36, 2, -36, 3, -46, 6, 485
1895, 1, 1, -36, -1, -38, 0, -40, 1, -38, 2, 335
1896, 1, 0, -38, 2, -38, 2, -38, 2, -38, 2, 327
1897, 1, 0, -38, 2, -38, 2, -38, 2, -38, 2, 370
1898, 1, 3, -38, -2, -44, 0, -38, -2, -44, 0, 385
1899, 1, 2, -41, -2, -41, -2, -36, 0, -36, 0, 345
1900, 1, 1, -42, 2, -66, 6, -46, -30, -47, 0, 180
1901, 1, 0, -40, 0, -40, 0, -40, 0, -40, 0, 387
1902, 1, 1, -40, -1, -38, 0, -40, 2, -39, 1, 426
1903, 1, 2, -40, 0, -40, 0, -39, 1, -39, 1, 321
1904, 1, 1, -44, 0, -41, 3, -41, 1, -36, 4, 571
1905, 1, 2, -40, 4, -40, 4, -40, -1, -40, -1, 458
1906, 1, 2, -38, 2, -38, 2, -44, -1, -44, -1, 261
1907, 1, 3, -38, 2, -36, 0, -38, 2, -36, 0, 247
1908, 1, 2, -40, 0, -40, 0, -52, -9, -52, -9, 139
1909, 1, 2, -19, -35, -19, -35, 38, 32, 38, 32, 88
1910, 1, 2, -40, -14, -40, -14, -21, 41, -21, 41, 178
1911, 1, 1, -46, 1, -44, 1, -46, -16, -43, 1, 202
1912, 1, 3, -42, 1, -40, 0, -42, 1, -40, 0, 198
1913, 1, 3, -40, 0, -46, 0, -40, 0, -46, 0, 52
1914, 1, 3, -46, 0, -79, 1, -46, 0, -79, 1, 72
1915, 1, 1, -44, 4, -45, 4, -40, 0, -46, -10, 68
1916, 1, 2, -44, 2, -44, 2, -43, 29, -43, 29, 134
1917, 1, 2, -42, 2, -42, 2, -46, 16, -46, 16, 60
1918, 1, 2, 19, -15, 19, -15, -64, 12, -64, 12, 116
1919, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 97
1920, 1, 1, -1, 2, -27, 1, 13, -5, -26, -1, 631
1921, 1, 3, -28, 1, -32, -3, -28, 1, -32, -3, 174
1922, 1, 3, -27, 2, -25, 2, -27, 2, -25, 2, 538
1923, 1, 1, -26, 2, -16, 0, -25, 2, -24, 2, 315
1924, 1, 2, -25, 0, -25, 0, -26, 2, -26, 2, 387
1925, 1, 3, -30, 2, -29, 2, -30, 2, -29, 2, 323
1926, 1, 2, -26, 1, -26, 1, -25, 2, -25, 2, 299
1927, 1, 3, -26, 1, -23, 0, -26, 1, -23, 0, 347
1928, 1, 3, -24, 1, -26, 2, -24, 1, -26, 2, 283
1929, 1, 2, -24, 0, -24, 0, -26, 2, -26, 2, 377
1930, 1, 3, -27, 1, -25, 2, -27, 1, -25, 2, 397
1931, 1, 3, -26, 2, -25, 2, -26, 2, -25, 2, 179
1932, 1, 3, -25, 1, -28, 0, -25, 1, -28, 0, 159
1933, 1, 0, -5, 0, -5, 0, -5, 0, -5, 0, 88
1934, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32
1935, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24
1936, 1, 0, -1, -14, -1, -14, -1, -14, -1, -14, 38
1937, 1, 3, -32, -1, -31, 1, -32, -1, -31, 1, 140
1938, 1, 1, -32, 0, -31, 2, -28, -1, -29, 1, 1093
1939, 1, 1, -28, 0, -26, -1, -26, 1, -26, 0, 1784
1940, 1, 3, -28, 0, -33, 1, -28, 0, -33, 1, 174
1941, 1, 0, -28, 1, -28, 1, -28, 1, -28, 1, 337
1942, 1, 1, -30, 0, -27, 0, -33, 3, -19, 2, 234
1943, 1, 0, -28, 0, -28, 0, -28, 0, -28, 0, 215
1944, 1, 0, -32, 0, -32, 0, -32, 0, -32, 0, 197
1945, 1, 0, -30, 0, -30, 0, -30, 0, -30, 0, 118
1946, 1, 3, -32, 0, -28, 4, -32, 0, -28, 4, 106
1947, 1, 3, -34, 4, -66, 4, -34, 4, -66, 4, 56
1948, 1, 0, -26, 4, -26, 4, -26, 4, -26, 4, 247
1949, 1, 0, -67, 13, -67, 13, -67, 13, -67, 13, 181
1950, 1, 0, -30, 2, -30, 2, -30, 2, -30, 2, 513
1951, 1, 3, -27, 1, -20, 4, -27, 1, -20, 4, 484
1952, 1, 3, -20, 2, -36, 4, -20, 2, -36, 4, 271
1953, 1, 2, -30, 14, -30, 14, -140, 7, -140, 7, 250
1954, 1, 2, -176, 46, -176, 46, -164, 7, -164, 7, 258
1955, 1, 3, -64, 0, -130, -2, -64, 0, -130, -2, 197
1956, 1, 2, -135, 5, -135, 5, -126, -3, -126, -3, 175
1957, 1, 1, -81, 129, -114, 143, -94, 90, -34, 102, 317
1958, 1, 1, -33, 2, 63, 3, -131, 4, -175, 19, 651
1959, 1, 3, 62, 4, -148, 115, 62, 4, -148, 115, 679
1960, 1, 2, -18, -29, -18, -29, -96, 101, -96, 101, 673
1961, 1, 1, -110, 4, 58, -42, 92, 0, 92, 5, 604
1962, 1, 1, -80, 13, 2, 22, -12, 24, 16, 16, 452
1963, 1, 3, 0, 24, -54, 6, 0, 24, -54, 6, 335
1964, 1, 0, 30, 32, 30, 32, 30, 32, 30, 32, 230
1965, 1, 2, -34, 42, -34, 42, -36, 30, -36, 30, 168
1966, 1, 0, -222, 30, -222, 30, -222, 30, -222, 30, 317
1967, 1, 3, -32, -1, -29, -1, -32, -1, -29, -1, 1067
1968, 1, 1, -28, 1, -30, 1, -37, 17, -30, 2, 784
1969, 1, 3, -29, 1, -27, 2, -29, 1, -27, 2, 2776
1970, 1, 3, -28, 0, -27, 1, -28, 0, -27, 1, 1158
1971, 1, 0, 23, -4, 23, -4, 23, -4, 23, -4, 262
1972, 1, 3, -12, -16, 14, 60, -12, -16, 14, 60, 249
1973, 1, 3, -20, 74, -50, 58, -20, 74, -50, 58, 210
1974, 1, 2, -30, 2, -30, 2, -96, 28, -96, 28, 462
1975, 1, 2, -28, -4, -28, -4, -47, 8, -47, 8, 237
1976, 1, 1, 64, 17, 21, 16, 63, 2, -25, 9, 399
1977, 1, 2, 13, -31, 13, -31, -22, -35, -22, -35, 221
1978, 1, 0, -14, -3, -14, -3, -14, -3, -14, -3, 803
1979, 1, 1, 11, -33, 23, -49, -7, -6, 49, -9, 575
1980, 1, 1, 3, -1, -15, -9, -30, 1, -27, 2, 1127
1981, 1, 1, -13, -1, -10, -3, -12, 0, -11, 0, 1330
1982, 1, 1, -12, -4, -32, 1, -12, 2, -30, 3, 878
1983, 1, 1, -29, 1, -33, 0, -30, 1, -32, 1, 710
1984, 1, 1, -31, 1, -60, -12, -31, 3, -9, -2, 1533
1985, 1, 2, -7, -25, -7, -25, -12, -4, -12, -4, 330
1986, 1, 0, -28, 0, -28, 0, -28, 0, -28, 0, 154
1987, 1, 2, -28, 8, -28, 8, -32, 0, -32, 0, 251
1988, 1, 1, -32, 0, -33, 1, -31, 1, -32, 2, 643
1989, 1, 3, -31, 2, -36, 0, -31, 2, -36, 0, 457
